qid,rougeL_with_pct,bleu_with_pct,rougeL_no_pct,bleu_no_pct
q_304,100.0,100.00000000000004,0.0,0.0
q_305,100.0,100.00000000000004,100.0,100.00000000000004
q_306,85.71428571428571,55.03212081491042,14.285714285714288,0.0
q_307,80.0,34.66806371753173,16.666666666666664,2.2869567780619007
q_308,100.0,100.00000000000004,0.0,0.0
q_309,100.0,100.00000000000004,0.0,0.0
q_31,100.0,100.00000000000004,0.0,0.0
q_310,0.0,0.0,0.0,0.0
q_311,100.0,100.00000000000004,0.0,0.0
q_312,100.0,100.00000000000004,0.0,0.0
q_313,100.0,100.00000000000004,100.0,100.00000000000004
q_314,0.0,0.0,57.14285714285715,0.0
q_315,0.0,0.0,100.0,0.0
q_316,0.0,0.0,0.0,0.0
q_317,100.0,100.00000000000004,0.0,0.0
q_318,40.0,0.0,40.0,0.0
q_319,100.0,100.00000000000004,66.66666666666666,49.99999999999999
q_32,0.0,0.0,40.0,27.51606040745522
q_320,100.0,100.00000000000004,0.0,0.0
q_321,0.0,0.0,0.0,0.0
q_322,50.0,27.51606040745522,50.0,27.51606040745522
q_323,100.0,100.00000000000004,66.66666666666666,49.99999999999999
q_324,100.0,60.653065971263366,100.0,60.653065971263366
q_325,100.0,100.00000000000004,0.0,0.0
q_326,100.0,100.00000000000004,0.0,0.0
q_327,0.0,0.0,0.0,0.0
q_328,100.0,100.00000000000004,0.0,0.0
q_329,66.66666666666666,36.78794411714425,0.0,0.0
q_33,100.0,100.00000000000004,100.0,100.00000000000004
q_330,28.57142857142857,0.673794699908547,28.57142857142857,0.673794699908547
q_331,100.0,100.00000000000004,40.0,30.326532985631665
q_332,100.0,100.00000000000004,0.0,0.0
q_333,100.0,100.00000000000004,0.0,0.0
q_334,100.0,100.00000000000004,0.0,0.0
q_335,100.0,100.00000000000004,0.0,0.0
q_336,28.57142857142857,0.673794699908547,0.0,0.0
q_337,100.0,100.00000000000004,0.0,0.0
q_338,0.0,0.0,0.0,0.0
q_339,100.0,100.00000000000004,50.0,49.99999999999999
q_34,100.0,100.00000000000004,0.0,0.0
q_340,100.0,100.00000000000004,0.0,0.0
q_341,100.0,100.00000000000004,100.0,100.00000000000004
q_342,0.0,0.0,0.0,0.0
q_343,100.0,100.00000000000004,50.0,49.99999999999999
q_344,0.0,0.0,0.0,0.0
q_345,0.0,0.0,0.0,0.0
q_346,33.33333333333333,0.0,33.33333333333333,0.0
q_347,100.0,100.00000000000004,0.0,0.0
q_348,100.0,100.00000000000004,0.0,0.0
q_349,100.0,100.00000000000004,0.0,0.0
q_35,66.66666666666666,22.31301601484299,66.66666666666666,22.31301601484299
q_350,100.0,100.00000000000004,0.0,0.0
q_351,100.0,51.341711903259224,100.0,51.341711903259224
q_352,100.0,100.00000000000004,0.0,0.0
q_353,100.0,100.00000000000004,0.0,0.0
q_354,50.0,13.533528323661276,0.0,0.0
q_355,100.0,100.00000000000004,0.0,0.0
q_356,100.0,100.00000000000004,0.0,0.0
q_357,100.0,100.00000000000004,0.0,0.0
q_358,60.0,24.446151121745054,0.0,0.0
q_359,100.0,71.65313105737896,0.0,0.0
q_36,100.0,100.00000000000004,100.0,100.00000000000004
q_360,100.0,100.00000000000004,100.0,100.00000000000004
q_361,100.0,100.00000000000004,100.0,100.00000000000004
q_362,100.0,100.00000000000004,0.0,0.0
q_363,0.0,0.0,0.0,0.0
q_364,0.0,0.0,0.0,0.0
q_365,100.0,49.99999999999999,0.0,0.0
q_366,72.72727272727272,50.813274815461476,0.0,0.0
q_367,100.0,59.46035575013604,0.0,0.0
q_368,100.0,49.99999999999999,0.0,0.0
q_369,100.0,81.87307530779823,40.00000000000001,26.15611844567671
q_37,100.0,100.00000000000004,0.0,0.0
q_370,100.0,100.00000000000004,100.0,100.00000000000004
q_371,100.0,49.99999999999999,0.0,0.0
q_372,0.0,0.0,0.0,0.0
q_373,100.0,100.00000000000004,0.0,0.0
q_374,50.0,0.0,0.0,0.0
q_375,100.0,100.00000000000004,0.0,0.0
q_376,80.0,36.78794411714425,0.0,0.0
q_377,100.0,100.00000000000004,100.0,100.00000000000004
q_378,100.0,100.00000000000004,0.0,0.0
q_379,100.0,60.653065971263366,100.0,60.653065971263366
q_38,100.0,100.00000000000004,100.0,100.00000000000004
q_380,100.0,100.00000000000004,0.0,0.0
q_381,100.0,100.00000000000004,100.0,100.00000000000004
q_382,100.0,100.00000000000004,0.0,0.0
q_383,16.666666666666668,3.2933284838220014,0.0,0.0
q_384,100.0,100.00000000000004,100.0,100.00000000000004
q_385,0.0,0.0,22.222222222222225,14.535768424205484
q_386,100.0,100.00000000000004,28.571428571428577,15.97357760615681
q_387,50.0,11.044795567078939,100.0,100.00000000000004
q_388,100.0,100.00000000000004,0.0,0.0
q_389,100.0,100.00000000000004,100.0,100.00000000000004
q_39,100.0,100.00000000000004,0.0,0.0
q_390,100.0,55.03212081491042,0.0,0.0
q_391,100.0,49.99999999999999,0.0,0.0
q_392,0.0,0.0,0.0,0.0
q_393,44.44444444444445,13.134549472120794,66.66666666666666,0.0
q_394,100.0,100.00000000000004,100.0,100.00000000000004
q_395,100.0,100.00000000000004,100.0,100.00000000000004
q_396,100.0,100.00000000000004,100.0,100.00000000000004
q_397,100.0,100.00000000000004,0.0,0.0
q_398,100.0,49.99999999999999,50.0,0.0
q_399,100.0,100.00000000000004,0.0,0.0
q_4,11.76470588235294,3.3864985683445354,22.222222222222225,0.0
q_40,66.66666666666666,0.0,0.0,0.0
q_400,0.0,0.0,100.0,100.00000000000004
q_401,100.0,100.00000000000004,0.0,0.0
q_402,0.0,0.0,100.0,100.00000000000004
q_403,0.0,0.0,0.0,0.0
q_404,100.0,100.00000000000004,100.0,0.0
q_405,100.0,100.00000000000004,100.0,100.00000000000004
q_406,100.0,100.00000000000004,0.0,0.0
q_407,100.0,100.00000000000004,0.0,0.0
q_408,0.0,0.0,0.0,0.0
q_409,100.0,100.00000000000004,0.0,0.0
q_41,76.1904761904762,55.936849159330734,33.33333333333333,11.752701606523267
q_410,100.0,100.00000000000004,100.0,100.00000000000004
q_411,100.0,60.653065971263366,0.0,0.0
q_412,100.0,0.0,0.0,0.0
q_413,100.0,100.00000000000004,100.0,100.00000000000004
q_414,66.66666666666666,49.99999999999999,100.0,100.00000000000004
q_415,100.0,100.00000000000004,66.66666666666666,36.78794411714425
q_416,100.0,100.00000000000004,100.0,100.00000000000004
q_417,100.0,100.00000000000004,0.0,0.0
q_418,100.0,100.00000000000004,66.66666666666666,36.78794411714425
q_419,100.0,100.00000000000004,0.0,0.0
q_42,66.66666666666666,0.0,0.0,0.0
q_420,100.0,100.00000000000004,0.0,0.0
q_421,100.0,100.00000000000004,74.99999999999999,39.76353643835254
q_422,100.0,60.653065971263366,100.0,60.653065971263366
q_423,100.0,100.00000000000004,50.0,0.0
q_424,100.0,100.00000000000004,0.0,0.0
q_425,0.0,0.0,0.0,0.0
q_426,66.66666666666666,0.0,0.0,0.0
q_427,80.0,0.0,0.0,0.0
q_428,100.0,100.00000000000004,100.0,0.0
q_429,100.0,49.99999999999999,0.0,0.0
q_43,40.0,4.9787068367863965,0.0,0.0
q_430,100.0,100.00000000000004,0.0,0.0
q_431,100.0,100.00000000000004,50.0,0.0
q_432,100.0,100.00000000000004,100.0,0.0
q_433,100.0,100.00000000000004,0.0,0.0
q_434,0.0,0.0,0.0,0.0
q_435,0.0,0.0,0.0,0.0
q_436,100.0,100.00000000000004,0.0,0.0
q_437,0.0,0.0,0.0,0.0
q_438,0.0,0.0,50.0,27.51606040745522
q_439,50.0,0.0,0.0,0.0
q_44,0.0,0.0,0.0,0.0
q_440,25.0,10.682175159905853,0.0,0.0
q_441,100.0,100.00000000000004,100.0,100.00000000000004
q_442,100.0,100.00000000000004,0.0,0.0
q_443,100.0,60.653065971263366,0.0,0.0
q_444,100.0,100.00000000000004,0.0,0.0
q_445,0.0,0.0,0.0,0.0
q_446,100.0,100.00000000000004,100.0,100.00000000000004
q_447,100.0,100.00000000000004,100.0,0.0
q_448,100.0,100.00000000000004,50.0,4.9787068367863965
q_449,100.0,100.00000000000004,100.0,100.00000000000004
q_45,0.0,0.0,0.0,0.0
q_450,100.0,100.00000000000004,0.0,0.0
q_451,50.0,0.0,33.33333333333333,27.51606040745522
q_452,42.10526315789474,9.103526405546068,0.0,0.0
q_453,50.0,0.0,0.0,0.0
q_454,100.0,100.00000000000004,0.0,0.0
q_455,40.0,27.51606040745522,0.0,0.0
q_456,100.0,100.00000000000004,50.0,4.9787068367863965
q_457,100.0,60.653065971263366,100.0,0.0
q_458,100.0,100.00000000000004,100.0,100.00000000000004
q_459,44.44444444444445,9.535414040914189,44.44444444444445,9.535414040914189
q_46,100.0,100.00000000000004,66.66666666666666,36.78794411714425
q_460,100.0,100.00000000000004,0.0,0.0
q_461,100.0,100.00000000000004,100.0,100.00000000000004
q_462,100.0,100.00000000000004,0.0,0.0
q_463,100.0,100.00000000000004,100.0,100.00000000000004
q_464,100.0,0.0,100.0,0.0
q_465,92.3076923076923,80.91067115702207,100.0,100.00000000000004
q_466,100.0,100.00000000000004,0.0,0.0
q_467,100.0,100.00000000000004,0.0,0.0
q_468,100.0,100.00000000000004,100.0,100.00000000000004
q_469,100.0,55.03212081491042,0.0,0.0
q_47,100.0,100.00000000000004,0.0,0.0
q_470,100.0,100.00000000000004,100.0,100.00000000000004
q_471,100.0,100.00000000000004,0.0,0.0
q_472,100.0,64.31870218238025,44.44444444444445,0.0
q_473,100.0,36.78794411714425,0.0,0.0
q_474,100.0,0.0,0.0,0.0
q_475,100.0,100.00000000000004,0.0,0.0
q_476,0.0,0.0,0.0,0.0
q_477,100.0,0.0,0.0,0.0
q_478,57.14285714285715,21.3643503198117,100.0,100.00000000000004
q_479,66.66666666666666,0.0,0.0,0.0
q_48,66.66666666666666,0.0,0.0,27.51606040745522
q_480,100.0,100.00000000000004,0.0,0.0
q_481,100.0,100.00000000000004,100.0,100.00000000000004
q_482,100.0,100.00000000000004,0.0,0.0
q_483,100.0,100.00000000000004,0.0,0.0
q_484,100.0,0.0,0.0,0.0
q_485,100.0,100.00000000000004,0.0,0.0
q_486,100.0,100.00000000000004,100.0,100.00000000000004
q_487,100.0,100.00000000000004,100.0,100.00000000000004
q_488,66.66666666666666,49.99999999999999,0.0,0.0
q_489,100.0,100.00000000000004,0.0,0.0
q_49,80.0,36.78794411714425,22.22222222222222,2.6682865255867765
q_490,100.0,66.87403049764218,100.0,66.87403049764218
q_491,100.0,100.00000000000004,0.0,0.0
q_492,100.0,49.99999999999999,0.0,0.0
q_493,0.0,0.0,0.0,0.0
q_494,100.0,49.99999999999999,0.0,0.0
q_495,50.0,16.233395773754946,0.0,0.0
q_496,100.0,49.99999999999999,0.0,0.0
q_497,100.0,49.99999999999999,0.0,0.0
q_498,100.0,49.99999999999999,0.0,0.0
q_499,100.0,100.00000000000004,100.0,100.00000000000004
q_5,100.0,100.00000000000004,0.0,0.0
q_50,100.0,100.00000000000004,0.0,0.0
q_500,88.8888888888889,66.87403049764218,0.0,0.0
q_501,66.66666666666666,36.78794411714425,0.0,0.0
q_502,25.0,10.682175159905853,0.0,0.0
q_503,66.66666666666666,49.99999999999999,0.0,0.0
q_504,0.0,0.0,0.0,0.0
q_506,100.0,100.00000000000004,0.0,0.0
q_507,40.0,8.392229812593097,0.0,0.0
q_508,44.44444444444445,13.134549472120794,0.0,0.0
q_509,100.0,100.00000000000004,0.0,0.0
q_51,80.0,60.653065971263366,25.0,0.0
q_510,88.8888888888889,66.87403049764218,0.0,0.0
q_511,80.0,55.03212081491042,0.0,0.0
q_512,100.0,100.00000000000004,0.0,0.0
q_513,20.0,4.767707020457095,0.0,0.0
q_514,16.666666666666668,3.7477767366779213,0.0,0.0
q_515,58.82352941176471,26.269098944241577,57.14285714285715,36.78794411714425
q_516,0.0,0.0,0.0,0.0
q_517,40.0,0.0,0.0,0.0
q_518,15.384615384615383,4.767707020457095,0.0,0.0
q_519,66.66666666666666,49.99999999999999,0.0,0.0
q_52,100.0,100.00000000000004,25.0,10.682175159905853
q_520,100.0,100.00000000000004,0.0,0.0
q_521,100.0,100.00000000000004,0.0,0.0
q_522,100.0,100.00000000000004,0.0,0.0
q_523,100.0,100.00000000000004,0.0,0.0
q_524,100.0,100.00000000000004,57.14285714285715,36.78794411714425
q_525,100.0,100.00000000000004,66.66666666666666,59.46035575013604
q_526,66.66666666666666,30.213753973567677,0.0,0.0
q_527,100.0,100.00000000000004,80.0,60.653065971263366
q_528,100.0,100.00000000000004,0.0,0.0
q_529,100.0,100.00000000000004,66.66666666666666,59.46035575013604
q_53,100.0,100.00000000000004,0.0,0.0
q_530,0.0,0.0,0.0,0.0
q_531,100.0,100.00000000000004,50.0,49.99999999999999
q_532,100.0,49.99999999999999,0.0,0.0
q_533,100.0,100.00000000000004,100.0,100.00000000000004
q_534,100.0,100.00000000000004,80.0,60.653065971263366
q_535,100.0,84.64817248906144,36.36363636363636,14.320952289897704
q_536,100.0,100.00000000000004,0.0,0.0
q_537,66.66666666666666,0.0,0.0,0.0
q_538,0.0,0.0,0.0,0.0
q_539,0.0,0.0,0.0,0.0
q_54,100.0,100.00000000000004,0.0,0.0
q_540,54.54545454545454,17.747405280050266,0.0,0.0
q_541,100.0,100.00000000000004,0.0,0.0
q_542,100.0,100.00000000000004,0.0,0.0
q_543,66.66666666666666,27.51606040745522,0.0,0.0
q_544,57.14285714285715,4.9787068367863965,0.0,0.0
q_545,100.0,100.00000000000004,0.0,0.0
q_546,100.0,100.00000000000004,0.0,0.0
q_547,53.333333333333336,13.95079696792913,28.571428571428577,19.716118825581447
q_548,0.0,0.0,50.0,28.254432923044853
q_549,100.0,100.00000000000004,0.0,0.0
q_55,100.0,100.00000000000004,0.0,0.0
q_550,100.0,100.00000000000004,0.0,0.0
q_551,66.66666666666666,22.31301601484299,0.0,0.0
q_552,100.0,100.00000000000004,0.0,0.0
q_553,100.0,100.00000000000004,0.0,0.0
q_554,100.0,100.00000000000004,0.0,0.0
q_555,100.0,100.00000000000004,0.0,0.0
q_556,100.0,100.00000000000004,0.0,0.0
q_557,100.0,100.00000000000004,0.0,0.0
q_558,50.0,8.208499862389884,0.0,0.0
q_559,100.0,100.00000000000004,0.0,0.0
q_56,66.66666666666666,36.78794411714425,0.0,0.0
q_560,100.0,100.00000000000004,0.0,0.0
q_561,100.0,60.653065971263366,0.0,0.0
q_562,0.0,0.0,0.0,0.0
q_563,0.0,0.0,0.0,0.0
q_564,100.0,100.00000000000004,50.0,4.9787068367863965
q_565,0.0,0.0,0.0,0.0
q_566,100.0,100.00000000000004,100.0,0.0
q_567,100.0,100.00000000000004,100.0,100.00000000000004
q_568,0.0,0.0,0.0,0.0
q_569,100.0,100.00000000000004,0.0,0.0
q_57,100.0,100.00000000000004,0.0,0.0
q_570,100.0,49.99999999999999,0.0,0.0
q_571,100.0,100.00000000000004,100.0,100.00000000000004
q_572,100.0,77.88007830714052,100.0,77.88007830714052
q_573,100.0,0.0,0.0,0.0
q_574,0.0,0.0,0.0,0.0
q_575,100.0,100.00000000000004,100.0,100.00000000000004
q_576,100.0,100.00000000000004,100.0,100.00000000000004
q_577,100.0,0.0,0.0,0.0
q_578,0.0,0.0,0.0,0.0
q_579,0.0,0.0,100.0,100.00000000000004
q_58,100.0,59.46035575013604,0.0,0.0
q_580,66.66666666666666,0.0,0.0,0.0
q_581,40.0,27.51606040745522,100.0,100.00000000000004
q_582,100.0,100.00000000000004,100.0,100.00000000000004
q_583,100.0,100.00000000000004,100.0,100.00000000000004
q_584,100.0,0.0,0.0,0.0
q_585,100.0,0.0,0.0,0.0
q_586,0.0,0.0,0.0,0.0
q_587,0.0,0.0,100.0,100.00000000000004
q_588,100.0,100.00000000000004,100.0,100.00000000000004
q_589,100.0,100.00000000000004,0.0,0.0
q_59,0.0,0.0,40.0,30.326532985631665
q_590,100.0,100.00000000000004,100.0,100.00000000000004
q_591,100.0,100.00000000000004,100.0,100.00000000000004
q_592,28.57142857142857,8.116697886877475,0.0,0.0
q_593,100.0,100.00000000000004,0.0,0.0
q_594,0.0,0.0,0.0,0.0
q_595,100.0,100.00000000000004,100.0,100.00000000000004
